question,answer
"missile flightwhen, overloadcoefficientas many small? A. 0 B. -1 C. 9.8 D. 1",D
"missilemaneuvering flightwhen, which typecontrol surface lower most large overloadcoefficientmost large? A. control surface B. control surface C. control surface",B
"to missileofwhich overloadaffectrelativelylarge? A. axialandlateral B. axialandnormal C. normalandlateral D. axial, normalandlateral",C
"determine trajectorywhen, according torequired overloadmost large of point, shouldselectwhich typetrajectory? A. most large radiatehigh, most large range B. most small radiatehigh, most small range C. most large radiatehigh, most small range D. most small radiatehigh, most large range",C
"along trajectoryselectdesignsituationwhen, trajectoryupper of pointgenerallynot includewhich item? A. betweenseparationpoint B. most large liftpoint C. most large velocitypoint D. maneuvering flight point",C
"internal forcescalculation pointof methodcan from which items consider? A. calculation point, lengthnot, considerload situation B. calculation point, considerload situation, adoptuse C. calculation point, lengthnot, adoptuse D. considerload situation, lengthnot, adoptuse",B
"the followingwhich loadbelong to forcefunction? A. enginepressure, causeoflongitudinal vibration, maneuvering flight B. transport vibration, enginepressure, causeoflongitudinal vibration C., enginepressure, causeoflongitudinal vibration D. aerodynamic, causeoflongitudinal vibration, transport vibration",B
"related toin load design, which item methodpositive correct? A. forceloadandpowerloadcan consider B. each powerloadneedrelative C. reduce tailbuffetingmotion D. large ofaerodynamicloadnot change pointposition",C
"in make use loadfunctionslower, missilemain need tostructure ofstressnot exceedmaterialofwhich? A. yield limit B. ultimate strength C. D. proportional limit",D
"missilestructuredesignin, considermaterial and changeshapeof coefficientgenerally? A. large in 1 B. etc. in 1 C. not small in 1 D. small in 1",D
missilestructureanalysisisrefer towhich? A. missilestructural mechanics characteristic analysisandinternal forcescalculation B. missilestructureoutside force calculationandinternal forcescalculation C. missilestructural mechanics characteristic analysisandin loadlower ofresponse calculation D. missilestructureoutside force calculationandin loadlower ofresponse calculation,C
the following innot belong tometal materialnormal use ofstrength then ofiswhich? A. most large shear stress then B. etc. effectivenessstress then C. most large stress then D. Hill-Hsaistrength then,D
determinemissilestructureanalysiscalculationmode ofbasicprinciplesnot includewhich? A. calculationmode shouldpositive correctanti-reflect the structureofactual characteristics B. mode shouldand structure C. mode shouldandcalculation toolandcalculation methodbe compatible with D. mode shouldandanalysis objectivebe compatible with,B
missilestructure havecharacteristicsandthe followingwhich itemwithout related to? A. load B. mass C. stiffness D. damping,A
"establishmissilestructureof inmass systemmode when, enginegenerally as mode? A. instiffness B. system C. inmass D. mass",C
in solutionmissilestructuremode shapeandfrequencywhencan toignoredampingof because of is? A. missilein the structurenot existin damping B. missilestructureselfby innot existin damping C. dampingnot affectstructure should D. dampingto structureofself frequencyandmode shapeofaffectnot large,D
"the following methodnot positive correctofiswhich? A. in each designsituationlower, missileofbasicnatural frequencyshould loadoffrequency B. not need to bodynatural frequency in powernot stable inside C. body structurenatural frequencyif andcontrol systemfrequency proximity, thencan can control D. missileof deviceshould in basicfrequencyto shouldmode shapeofmode shape relativelylarge ofposition",D
"""aeroelasticityforce angleshape""of items pointrespectively? A. control force, missile forceandinertial force B. power, control forceandinertial force C. missile force, inertial forceand power D. power, missile forceandcontrol force",C
the following innot belong toaeroelastic dynamics questionofiswhich? A. control reversal B. flutter C. gust response D. buffeting,A
missileofmain need topoweris? A. main wingproduceoflift B. engine thrust C. wingproduceofaerodynamic force D. main wingandits otherwingproduceofcontrol forceandmoment,B
missileofmaneuvering flightmain need to which type? A. main wingproduceoflift B. engine thrust C. wingproduceofaerodynamic force D. main wingandits otherwingproduceofcontrol forceandmoment,D
beam-type wingofmain need to toward force is? A. skin B. stringer C. spar D. main joint,C
ordinary ribofbetween generallyas many small? A. 200~250mm B. 250~300mm C. 300~350mm D. 350~400mm,B
beam structurenormal use in which typeaspect ratioofwingmode? A. large B. small C. inetc.,B
monoblock wingofshear forceandtorquerespectivelymainly consists of? A. sparofwebandclosedskin B. sparofweband C. longitudinal wallofwebandclosedskin D. longitudinal wallofweband,C
sandwich-structure wingadoptuse sandwich panel as force main need toas improvehigh which typecapability? A. resistcurvedcapability B. resist capability C. resist capability D. resist capability,C
"forceof isrefer toforcebystructureof when, forcein whichitems change? A. form B. large small C. direction D. functionspoint",A
"ribupper offorcemain need to whichstructure? A. sparandauxiliary beam B. sparandskin C. skinandauxiliary beam D. skin, sparandauxiliary beam",D
reinforced ribnormal use main must bearwhich typeload? A. distributed force B. distributed couple C. concentrated force D. concentrated couple,C
"sparsectionshape designwhen, shouldmake its havehavemost large ofwhich item? A. cross-sectional area B. C. D. section modulus in bending",D
curved normal be use which typestressofstringerupper? A. curved B. positive stress C. shear stress D. functionspoint,A
"the following in, not belong tofuselagemain need tofunctionsofiswhich item? A. producelift B. haveeffectivenessload C. load D. connectionwingandengine",A
"fuselageofmain need tointernal forcesincludewhich? A. bending moment B. shear forceandbending moment C. axial forceandbending moment D. axial force, shear forceandbending moment",D
lateral loadin beam structurecompartment sectioninside causeofbending momentandshear forcerespectivelymainly consists ofwhich? A. longeronandframe B. stringerandskin C. longeronandskin D. stringerandframe,C
"beam structurecompartment sectionin, compartment section towardconcentrated forceoflongeronsectionis shape? A. etc. section B. front front thickrear front thin C. front front thinrear front thick D. inbetween",B
to insmall generallyadoptuse? A. adoptuse force hatch cover B. in adoptuse reinforced opening frame C. not D. increaselarge skin degree,B
stringer-type semi-monocoque fuselageofstringerandskinoffailure moderespectivelyis? A. tensile failureandcompressive buckling failure B. compressive bucklingortensile failureandcompressive buckling failure C. compressive buckling failureandshear failure D. compressive bucklingortensile failureandshear failure,D
"reinforced framein inside towardconcentrated forcewhen, skinprovide ofbalancing shear flow? A. uniform B. linear C. according to a sine law D. according to a parabolic law",C
"beam structurecompartment sectionin, longeronlengthgenerallyto as? A. concentrated force to fuselageskin forceuniformwhen B. etc. in compartment sectionlength C. etc. in compartment sectionlength semi- D. etc. in compartment sectionlength of",A
riveted seamof belong towhich typetypes? A. external seam sealing B. internal seam sealing C. hybrid sealing,B
floating conical-nut connectionbelong towhich typecompartment sectionconnectionform? A. sleeve connection B. flange connection C. threaded connection D. external-clamp-block connection,A
oblique flange connectionofconnection relativeto in fuselageaxis of anglegenerallyas many small? A. 10°~20° B. 10°~15° C. 15°~25° D. 15°~20°,D
smooth mating surfaceaisuse controlwhich type? A. bending B. offset C. torsion D. bendingandoffset,B
actuation mechanismrefer toofismissilecontrol systeminfrom whichto whichof device? A. actuatorto body B. actuatorto control surfacerotation axis C. bodyto control surfacerotation axis D. control surfacerotation axisto body,B
actuation mechanismofnonlinear transmission relationship? A. large in B. etc. in C. small in D. all can can,C
actuation mechanismneed to or ofload torquenot includewhich item? A. actuatormoment B. hinge moment C. friction torque D. inertial torque,A
"the followingrelated toin cold-gas actuation systemofdescribe, which itemnot positive correct? A. pressure B. masslarge C. powersmall D. resistanti-controlcapability",B
"the followingrelated toin hydraulic actuation systemofdescribe, which itemnot positive correct? A. volumelarge B. temperatureaffect C. powerlarge D. resistanti-controlcapability",A
"in bleed-gas actuator control systemin, gas distributionmain need to? A. cylinder B. gas generator C. piston D. gas distribution chamber",D
actuation mechanismbelong towhich typetypes? A. same-direction actuation mechanism B. reverse actuation mechanism C. compound actuation mechanism,A
in mechanism kinematics simulationwhencan use which type? A. NASTRAN B. A. NSYSY C. MARC D. A. DAMS,D
each motion of betweenofclearancegenerallynot small in many small? A. 0.5~1mm B. 1~2mm C. 2~3mm D. 3~4mm,C
"separation mechanismofmain need tofunctionsincludewhich? A. connection, unlocking, and separation B. unlocking and separation C. connection and separation D. separation",A
"which typeconnection and separation mechanism whenhavehaveconnection stiffnesslarge, reliable connection, good aerodynamic shapeofadvantages? A. latch-hook mechanism B. axial direct-connection mechanism C. external clamping-ring mechanism D. rear-ring separation mechanism",B
"the followingwhichbelong tolateralseparation mechanism? A. rear-ring separation mechanism, support-type separation mechanism, suspension-type separation mechanism, separation mechanism B. rear-ring separation mechanism, external clamping-ring mechanism, suspension-type separation mechanism, suspension-clamping-ring separation mechanism C. rear-ring separation mechanism, support-type separation mechanism, suspension-type separation mechanism, latch-hook mechanism D. rear-ring separation mechanism, support-type separation mechanism, suspension-type separation mechanism, suspension-clamping-ring separation mechanism",D
"separation mechanismconnection calculationofmain need to ofismake mating surface whichdesignrequirements? A. connection stiffnessandconnection strength B. connection tightnessandconnection stiffness C. connection tightnessandconnection strength D. connection stiffness, connection tightnessandconnection strength",C
"materialofmechanical property parametersin, characterizesmaterialstiffnessofquantityis? A. elastic modulus B. proportional limit C. yield limit D. ultimate strength",A
"in situationlower, specific strengthandspecific stiffnessmaterial selectionandadoptuse material performance indexmaterial selectionrelative? A. B. curved C. torsion D.",A
"in in crackleading edgeofshear stressfunctionslower, crackbelong towhich typetypes? A. crack B. crack C. crack",C
"the followingbodynormal use ofmetal materialin, belong to ofis? A. aluminum alloy B. magnesium alloy C. titanium alloy D. alloy steel",D
"aluminum alloyofmain need tocharacteristicsis? A. specific strengthrelativelyhigh, good manufacturability, haveresist, operationtemperaturehigh B. specific strengthrelativelylow, poor manufacturability, haveresist, operationtemperaturelow C. specific strengthrelativelyhigh, good manufacturability, haveresist, operationtemperaturelow D. specific strengthrelativelylow, poor manufacturability, haveresist, operationtemperaturehigh",C
missilein the structureof generally use which typematerial? A. aluminum alloy B. magnesium alloy C. titanium alloy D. alloy steel,D
"carbon/carboncompositematerialofmain need toadvantagesis? A. resistant to, resist, resistant tohigh temperature, strengthhigh, mass B. resistant to, resist, resistant tohigh temperature, strengthhigh, good plasticity C. resistant to, resist, strengthhigh, stiffnesshigh, good plasticity D. resistant to, resist, resistant tohigh temperature, strengthhigh, stiffnesshigh",A
main need toin ()offunctionslower complete motion. A. force B. force C. aerodynamic force D. gravity,B
missiledevelopmentof stagesmain need toisin inside carry outof. A. developmentdepartment B. designdepartment C. department D. make use department,D
missilestructural systemdevelopmentofschemestagesoperation as. A. schemedesign→schemeanalysisandthan relatively→proposescheme and →schemereview B. schemeanalysisandthan relatively→schemedesign→proposescheme and →schemereview C. schemedesign→proposescheme and →schemeanalysisandthan relatively→schemereview D. schemeanalysisandthan relatively→proposescheme and →schemedesign→schemereview,A
loadlower ofstructure shouldnot include. A. stress B. load C. shouldchange D. acceleration,B
missile main need to use ofis. A. designandscheme stages B. developmentstages C. stages D. make use and stages,A
"missile in launch upper when,overloadcoefficientas. A. 0 B. -1 C. 9.8 D. 1",D
missileloadcalculationof ofisobtainto missilein each designsituationlower of. A. stress B. outside force C. internal forces D. power,C
missile loadcalculationofbasic as ① most ofdesignsituation;②calculationmissileeach componentupper functionsforceand;③ bodyeach sectionofload(internal forces);④selectloaddesignsituation. A. ①→③→②→④ B. ①→②→③→④ C. ④→②→③→① D. ④→③→②→①,C
missiletrajectoryofmost large forcepointis. A. in flightlongitudinal overloadmost large point B. in flightnormal overloadmost large point C. most large point D. liftmost large point,A
missileofengine belong to. A. load B. load C. load D. load,D
mode shape methodmain need tobenefituse. A. frequencyofhave B. valueof C. mode shapeofpositive D. frequencyandmode shapeofto should,C
"in the structurenormal use ofsparsectionshape in,relativeto section modulus in bendingmost large ofis. A. shape B. shape C. shape D. T shape",A
"beam structureoffuselagein, main must bear. A. concentrated force B. concentrated couple C. axialdistributed force D. lateraldistributed force",A
lateral loadin beam structurecompartment sectioninside causeofbending momentandshear forcerespectivelymainly consists of ________. A. longeronandlongeron B. longeronandskin C. skinandlongeron D. skinandskin,B
use in fuselageequipmentinstallof ofmain need toadvantagesis. A. quantitysmall B. stiffnesslarge C. quantity D. strengthhigh,B
external-clamp-block connectionoftorquemain need to ________. A. B. C. position D. between,C
towardseparation mechanismofadvantagesis. A. connection stiffnesshigh B. aerodynamicdragsmall C. that loadsmall D. convenientin separation,B
